Waktu_Laptop,Waktu_Boot_ESP32_ms,Ketinggian_m,Pitch_deg,Roll_deg
2026-05-21 11:02:57,7036458, Ketinggian (Altitude) : 1958.37, Kemiringan (pitch) : 22.36, Kemiringan (roll) : -9.69
2026-05-21 11:02:58,7037462, Ketinggian (Altitude) : 1958.25, Kemiringan (pitch) : 19.24, Kemiringan (roll) : 4.54
2026-05-21 11:02:59,7038466, Ketinggian (Altitude) : 1958.13, Kemiringan (pitch) : -0.96, Kemiringan (roll) : -0.14
2026-05-21 11:03:00,7039470, Ketinggian (Altitude) : 1958.00, Kemiringan (pitch) : 14.72, Kemiringan (roll) : 1.12
2026-05-21 11:03:01,7040474, Ketinggian (Altitude) : 1957.86, Kemiringan (pitch) : 17.99, Kemiringan (roll) : -0.92
2026-05-21 11:03:02,7041478, Ketinggian (Altitude) : 1957.71, Kemiringan (pitch) : 17.59, Kemiringan (roll) : 2.39
2026-05-21 11:03:03,7042482, Ketinggian (Altitude) : 1957.59, Kemiringan (pitch) : 9.67, Kemiringan (roll) : -0.87
2026-05-21 11:03:04,7043486, Ketinggian (Altitude) : 1957.40, Kemiringan (pitch) : 12.99, Kemiringan (roll) : -9.14
2026-05-21 11:03:05,7044490, Ketinggian (Altitude) : 1957.23, Kemiringan (pitch) : 12.99, Kemiringan (roll) : 9.69
2026-05-21 11:03:06,7045494, Ketinggian (Altitude) : 1957.03, Kemiringan (pitch) : 6.89, Kemiringan (roll) : -10.13
2026-05-21 11:03:07,7046498, Ketinggian (Altitude) : 1956.83, Kemiringan (pitch) : 5.40, Kemiringan (roll) : -2.21
2026-05-21 11:03:08,7047502, Ketinggian (Altitude) : 1956.63, Kemiringan (pitch) : -1.82, Kemiringan (roll) : 3.51
2026-05-21 11:03:09,7048506, Ketinggian (Altitude) : 1956.40, Kemiringan (pitch) : 7.74, Kemiringan (roll) : 2.26
2026-05-21 11:03:10,7049510, Ketinggian (Altitude) : 1956.17, Kemiringan (pitch) : 12.83, Kemiringan (roll) : 0.93
2026-05-21 11:03:11,7050514, Ketinggian (Altitude) : 1955.94, Kemiringan (pitch) : 8.10, Kemiringan (roll) : -6.06
2026-05-21 11:03:12,7051518, Ketinggian (Altitude) : 1955.80, Kemiringan (pitch) : 17.60, Kemiringan (roll) : 1.81
2026-05-21 11:03:13,7052522, Ketinggian (Altitude) : 1955.60, Kemiringan (pitch) : 2.01, Kemiringan (roll) : 12.55
2026-05-21 11:03:14,7053526, Ketinggian (Altitude) : 1955.37, Kemiringan (pitch) : 6.08, Kemiringan (roll) : 5.36
2026-05-21 11:03:15,7054530, Ketinggian (Altitude) : 1955.16, Kemiringan (pitch) : -13.90, Kemiringan (roll) : 13.06
2026-05-21 11:03:16,7055534, Ketinggian (Altitude) : 1954.96, Kemiringan (pitch) : 5.57, Kemiringan (roll) : 6.52
2026-05-21 11:03:17,7056538, Ketinggian (Altitude) : 1954.78, Kemiringan (pitch) : 1.18, Kemiringan (roll) : -0.69
